year,age,sex,n_asthma
2028,42,M,1129
2028,43,F,1157
2028,43,M,1081
2028,44,F,1129
2028,44,M,1097
2028,45,F,1209
2028,45,M,1130
2028,46,F,1290
2028,46,M,1141
2028,47,F,1220
2028,47,M,1104
2028,48,F,1209
2028,48,M,1082
2028,49,F,1219
2028,49,M,1008
2028,50,F,1187
2028,50,M,1028
2028,51,F,1277
2028,51,M,960
2028,52,F,1275
2028,52,M,949
2028,53,F,1247
2028,53,M,900
2028,54,F,1269
2028,54,M,957
2028,55,F,1218
2028,55,M,913
2028,56,F,1313
2028,56,M,952
2028,57,F,1223
2028,57,M,969
2028,58,F,1250
2028,58,M,935
2028,59,F,1224
2028,59,M,877
2028,60,F,1129
2028,60,M,838
2028,61,F,1102
2028,61,M,874
2028,62,F,1117
2028,62,M,896
2028,63,F,1120
2028,63,M,939
2028,64,F,1247
2028,64,M,894
2028,65,F,1204
2028,65,M,932
2028,66,F,1182
2028,66,M,852
2028,67,F,1135
2028,67,M,868
2028,68,F,1090
2028,68,M,883
2028,69,F,1142
2028,69,M,837
2028,70,F,1153
2028,70,M,747
2028,71,F,1039
2028,71,M,743
2028,72,F,970
2028,72,M,712
2028,73,F,1016
2028,73,M,702
2028,74,F,902
2028,74,M,690
2028,75,F,856
2028,75,M,586
2028,76,F,819
2028,76,M,580
2028,77,F,835
2028,77,M,534
2028,78,F,790
2028,78,M,539
2028,79,F,745
2028,79,M,517
2028,80,F,717
2028,80,M,487
2028,81,F,631
2028,81,M,461
2028,82,F,566
2028,82,M,391
2028,83,F,441
2028,83,M,358
2028,84,F,431
2028,84,M,340
2028,85,F,401
2028,85,M,318
2028,86,F,384
2028,86,M,248
2028,87,F,322
2028,87,M,167
2028,88,F,288
2028,88,M,176
2028,89,F,270
2028,89,M,169
2028,90,F,210
2028,90,M,150
2028,91,F,187
2028,91,M,94
2028,92,F,190
2028,92,M,68
2028,93,F,139
2028,93,M,57
2028,94,F,102
2028,94,M,46
2028,95,F,86
2028,95,M,28
2028,96,F,77
2028,96,M,35
2028,97,F,51
2028,97,M,21
2028,98,F,43
2028,98,M,8
2028,99,F,28
2028,99,M,7
2028,100,F,41
2028,100,M,5
2028,101,F,31
2028,101,M,3
2028,102,F,14
2028,102,M,2
2028,103,F,8
2028,103,M,0
2028,104,F,12
2028,104,M,1
2028,105,F,7
2028,105,M,1
2028,106,F,1
2028,106,M,1
2028,107,F,7
2028,107,M,0
2028,108,F,1
2028,108,M,0
2028,109,F,0
2028,109,M,0
2028,110,F,0
2028,110,M,0
2029,0,F,0
2029,0,M,0
2029,1,F,0
2029,1,M,0
2029,2,F,0
2029,2,M,0
2029,3,F,182
2029,3,M,398
2029,4,F,155
2029,4,M,263
2029,5,F,198
2029,5,M,304
2029,6,F,259
2029,6,M,351
2029,7,F,286
2029,7,M,412
2029,8,F,341
2029,8,M,429
2029,9,F,365
2029,9,M,555
2029,10,F,452
2029,10,M,605
2029,11,F,448
2029,11,M,697
2029,12,F,501
2029,12,M,741
2029,13,F,541
2029,13,M,764
2029,14,F,598
2029,14,M,765
2029,15,F,603
2029,15,M,875
2029,16,F,703
2029,16,M,1020
2029,17,F,740
2029,17,M,1102
2029,18,F,743
2029,18,M,1128
2029,19,F,875
2029,19,M,1257
2029,20,F,867
2029,20,M,1304
2029,21,F,1025
2029,21,M,1249
2029,22,F,899
2029,22,M,1292
2029,23,F,902
2029,23,M,1280
2029,24,F,852
2029,24,M,1217
2029,25,F,857
2029,25,M,1100
2029,26,F,846
2029,26,M,1080
2029,27,F,831
2029,27,M,1066
2029,28,F,871
2029,28,M,1013
2029,29,F,908
2029,29,M,1003
2029,30,F,891
2029,30,M,991
2029,31,F,835
2029,31,M,982
2029,32,F,879
2029,32,M,1017
2029,33,F,896
2029,33,M,899
2029,34,F,974
2029,34,M,891
2029,35,F,945
2029,35,M,881
2029,36,F,938
2029,36,M,870
2029,37,F,993
2029,37,M,901
2029,38,F,1019
2029,38,M,929
2029,39,F,1047
2029,39,M,975
2029,40,F,1078
2029,40,M,968
2029,41,F,1075
2029,41,M,1002
2029,42,F,1096
2029,42,M,1035
2029,43,F,1132
2029,43,M,1115
2029,44,F,1191
2029,44,M,1071
2029,45,F,1152
2029,45,M,1102
2029,46,F,1236
2029,46,M,1102
2029,47,F,1320
2029,47,M,1147
2029,48,F,1244
2029,48,M,1103
2029,49,F,1235
2029,49,M,1077
2029,50,F,1237
2029,50,M,1022
2029,51,F,1212
2029,51,M,1035
2029,52,F,1293
2029,52,M,966
2029,53,F,1277
2029,53,M,954
2029,54,F,1277
2029,54,M,910
2029,55,F,1277
2029,55,M,969
2029,56,F,1230
2029,56,M,937
2029,57,F,1317
2029,57,M,961
2029,58,F,1191
2029,58,M,969
2029,59,F,1239
2029,59,M,940
2029,60,F,1204
2029,60,M,878
2029,61,F,1104
2029,61,M,843
2029,62,F,1067
2029,62,M,862
2029,63,F,1109
2029,63,M,886
2029,64,F,1126
2029,64,M,941
2029,65,F,1236
2029,65,M,892
2029,66,F,1203
2029,66,M,928
2029,67,F,1171
2029,67,M,846
2029,68,F,1127
2029,68,M,878
2029,69,F,1073
2029,69,M,875
2029,70,F,1127
2029,70,M,830
2029,71,F,1141
2029,71,M,757
2029,72,F,1042
2029,72,M,732
2029,73,F,949
2029,73,M,716
2029,74,F,1006
2029,74,M,687
2029,75,F,883
2029,75,M,675
2029,76,F,850
2029,76,M,578
2029,77,F,812
2029,77,M,564
2029,78,F,821
2029,78,M,526
2029,79,F,770
2029,79,M,512
2029,80,F,727
2029,80,M,494
2029,81,F,703
2029,81,M,472
2029,82,F,611
2029,82,M,434
2029,83,F,554
2029,83,M,373
2029,84,F,423
2029,84,M,336
2029,85,F,406
2029,85,M,316
2029,86,F,379
2029,86,M,296
2029,87,F,350
2029,87,M,226
2029,88,F,293
2029,88,M,142
2029,89,F,258
2029,89,M,157
2029,90,F,244
2029,90,M,151
2029,91,F,190
2029,91,M,125
2029,92,F,160
2029,92,M,74
2029,93,F,167
2029,93,M,57
2029,94,F,118
2029,94,M,48
2029,95,F,82
2029,95,M,37
2029,96,F,60
2029,96,M,19
2029,97,F,66
2029,97,M,23
2029,98,F,37
2029,98,M,16
2029,99,F,33
2029,99,M,4
2029,100,F,38
2029,100,M,15
2029,101,F,31
2029,101,M,4
2029,102,F,18
2029,102,M,1
2029,103,F,12
2029,103,M,1
2029,104,F,7
2029,104,M,0
2029,105,F,8
2029,105,M,1
2029,106,F,3
2029,106,M,1
2029,107,F,1
2029,107,M,0
2029,108,F,3
2029,108,M,0
2029,109,F,1
2029,109,M,0
2029,110,F,0
2029,110,M,0
2030,0,F,0
2030,0,M,0
2030,1,F,0
2030,1,M,0
2030,2,F,0
2030,2,M,0
2030,3,F,153
2030,3,M,381
2030,4,F,183
2030,4,M,258
2030,5,F,186
2030,5,M,312
2030,6,F,243
2030,6,M,386
2030,7,F,296
2030,7,M,417
2030,8,F,338
2030,8,M,463
2030,9,F,377
2030,9,M,488
2030,10,F,414
2030,10,M,610
2030,11,F,485
2030,11,M,653
2030,12,F,476
2030,12,M,745
2030,13,F,534
2030,13,M,790
2030,14,F,572
2030,14,M,803
2030,15,F,626
2030,15,M,817
2030,16,F,636
2030,16,M,933
2030,17,F,747
2030,17,M,1094
2030,18,F,789
2030,18,M,1174
2030,19,F,789
2030,19,M,1190
2030,20,F,913
2030,20,M,1308
2030,21,F,897
2030,21,M,1339
2030,22,F,1043
2030,22,M,1270
2030,23,F,911
2030,23,M,1297
2030,24,F,920
2030,24,M,1277
2030,25,F,862
2030,25,M,1194
2030,26,F,867
2030,26,M,1084
2030,27,F,839
2030,27,M,1055
2030,28,F,838
2030,28,M,1061
2030,29,F,888
2030,29,M,988
2030,30,F,912
2030,30,M,983
2030,31,F,909
2030,31,M,961
2030,32,F,851
2030,32,M,947
2030,33,F,890
2030,33,M,1011
2030,34,F,909
2030,34,M,883
2030,35,F,979
2030,35,M,870
2030,36,F,959
2030,36,M,853
2030,37,F,951
2030,37,M,849
2030,38,F,1009
2030,38,M,866
2030,39,F,1046
2030,39,M,914
2030,40,F,1078
2030,40,M,947
2030,41,F,1085
2030,41,M,958
2030,42,F,1095
2030,42,M,987
2030,43,F,1106
2030,43,M,1021
2030,44,F,1160
2030,44,M,1100
2030,45,F,1221
2030,45,M,1066
2030,46,F,1177
2030,46,M,1085
2030,47,F,1274
2030,47,M,1086
2030,48,F,1345
2030,48,M,1123
2030,49,F,1260
2030,49,M,1106
2030,50,F,1258
2030,50,M,1080
2030,51,F,1265
2030,51,M,1022
2030,52,F,1221
2030,52,M,1040
2030,53,F,1309
2030,53,M,974
2030,54,F,1299
2030,54,M,966
2030,55,F,1275
2030,55,M,923
2030,56,F,1289
2030,56,M,976
2030,57,F,1218
2030,57,M,951
2030,58,F,1302
2030,58,M,965
2030,59,F,1166
2030,59,M,979
2030,60,F,1229
2030,60,M,940
2030,61,F,1170
2030,61,M,865
2030,62,F,1059
2030,62,M,848
2030,63,F,1059
2030,63,M,847
2030,64,F,1110
2030,64,M,879
2030,65,F,1125
2030,65,M,932
2030,66,F,1207
2030,66,M,889
2030,67,F,1196
2030,67,M,924
2030,68,F,1170
2030,68,M,854
2030,69,F,1115
2030,69,M,879
2030,70,F,1057
2030,70,M,868
2030,71,F,1121
2030,71,M,810
2030,72,F,1117
2030,72,M,741
2030,73,F,1035
2030,73,M,738
2030,74,F,949
2030,74,M,703
2030,75,F,994
2030,75,M,674
2030,76,F,869
2030,76,M,659
2030,77,F,834
2030,77,M,566
2030,78,F,800
2030,78,M,546
2030,79,F,804
2030,79,M,518
2030,80,F,754
2030,80,M,492
2030,81,F,711
2030,81,M,463
2030,82,F,684
2030,82,M,451
2030,83,F,588
2030,83,M,412
2030,84,F,535
2030,84,M,350
2030,85,F,401
2030,85,M,308
2030,86,F,381
2030,86,M,298
2030,87,F,353
2030,87,M,263
2030,88,F,335
2030,88,M,196
2030,89,F,269
2030,89,M,123
2030,90,F,240
2030,90,M,131
2030,91,F,208
2030,91,M,129
2030,92,F,154
2030,92,M,94
2030,93,F,135
2030,93,M,58
2030,94,F,127
2030,94,M,44
2030,95,F,99
2030,95,M,37
2030,96,F,64
2030,96,M,23
2030,97,F,45
2030,97,M,18
2030,98,F,47
2030,98,M,14
2030,99,F,26
2030,99,M,10
2030,100,F,44
2030,100,M,3
2030,101,F,27
2030,101,M,11
2030,102,F,26
2030,102,M,2
2030,103,F,11
2030,103,M,0
2030,104,F,6
2030,104,M,1
2030,105,F,3
2030,105,M,0
2030,106,F,5
2030,106,M,1
2030,107,F,1
2030,107,M,1
2030,108,F,0
2030,108,M,0
2030,109,F,2
2030,109,M,0
2030,110,F,0
2030,110,M,0
