year,age,sex,n_antibiotic_exposure
2028,91,F,0
2028,91,M,0
2028,92,F,0
2028,92,M,0
2028,93,F,0
2028,93,M,0
2028,94,F,0
2028,94,M,0
2028,95,F,0
2028,95,M,0
2028,96,F,0
2028,96,M,0
2028,97,F,0
2028,97,M,0
2028,98,F,0
2028,98,M,0
2028,99,F,0
2028,99,M,0
2028,100,F,168
2028,100,M,52
2028,101,F,0
2028,101,M,0
2028,102,F,0
2028,102,M,0
2028,103,F,0
2028,103,M,0
2028,104,F,0
2028,104,M,0
2028,105,F,0
2028,105,M,0
2028,106,F,0
2028,106,M,0
2028,107,F,0
2028,107,M,0
2028,108,F,0
2028,108,M,0
2028,109,F,0
2028,109,M,0
2028,110,F,0
2028,110,M,0
2029,0,F,517
2029,0,M,715
2029,1,F,11
2029,1,M,11
2029,2,F,8
2029,2,M,16
2029,3,F,13
2029,3,M,10
2029,4,F,8
2029,4,M,5
2029,5,F,14
2029,5,M,16
2029,6,F,7
2029,6,M,21
2029,7,F,8
2029,7,M,13
2029,8,F,16
2029,8,M,23
2029,9,F,15
2029,9,M,11
2029,10,F,12
2029,10,M,16
2029,11,F,8
2029,11,M,10
2029,12,F,10
2029,12,M,13
2029,13,F,10
2029,13,M,21
2029,14,F,25
2029,14,M,32
2029,15,F,46
2029,15,M,47
2029,16,F,68
2029,16,M,78
2029,17,F,78
2029,17,M,119
2029,18,F,112
2029,18,M,222
2029,19,F,123
2029,19,M,214
2029,20,F,77
2029,20,M,189
2029,21,F,47
2029,21,M,78
2029,22,F,52
2029,22,M,38
2029,23,F,52
2029,23,M,65
2029,24,F,50
2029,24,M,29
2029,25,F,61
2029,25,M,27
2029,26,F,51
2029,26,M,28
2029,27,F,68
2029,27,M,24
2029,28,F,53
2029,28,M,50
2029,29,F,72
2029,29,M,77
2029,30,F,83
2029,30,M,91
2029,31,F,69
2029,31,M,115
2029,32,F,91
2029,32,M,87
2029,33,F,78
2029,33,M,111
2029,34,F,89
2029,34,M,108
2029,35,F,86
2029,35,M,108
2029,36,F,79
2029,36,M,109
2029,37,F,63
2029,37,M,89
2029,38,F,66
2029,38,M,71
2029,39,F,38
2029,39,M,68
2029,40,F,48
2029,40,M,64
2029,41,F,63
2029,41,M,49
2029,42,F,43
2029,42,M,56
2029,43,F,34
2029,43,M,46
2029,44,F,47
2029,44,M,44
2029,45,F,51
2029,45,M,55
2029,46,F,30
2029,46,M,40
2029,47,F,28
2029,47,M,47
2029,48,F,20
2029,48,M,21
2029,49,F,16
2029,49,M,25
2029,50,F,8
2029,50,M,25
2029,51,F,24
2029,51,M,29
2029,52,F,23
2029,52,M,22
2029,53,F,13
2029,53,M,13
2029,54,F,19
2029,54,M,9
2029,55,F,17
2029,55,M,19
2029,56,F,10
2029,56,M,8
2029,57,F,13
2029,57,M,17
2029,58,F,9
2029,58,M,12
2029,59,F,15
2029,59,M,14
2029,60,F,18
2029,60,M,22
2029,61,F,19
2029,61,M,34
2029,62,F,8
2029,62,M,15
2029,63,F,8
2029,63,M,9
2029,64,F,16
2029,64,M,15
2029,65,F,23
2029,65,M,40
2029,66,F,25
2029,66,M,23
2029,67,F,13
2029,67,M,28
2029,68,F,12
2029,68,M,13
2029,69,F,10
2029,69,M,16
2029,70,F,19
2029,70,M,21
2029,71,F,11
2029,71,M,22
2029,72,F,8
2029,72,M,22
2029,73,F,8
2029,73,M,11
2029,74,F,10
2029,74,M,17
2029,75,F,13
2029,75,M,11
2029,76,F,15
2029,76,M,16
2029,77,F,3
2029,77,M,10
2029,78,F,10
2029,78,M,3
2029,79,F,4
2029,79,M,1
2029,80,F,4
2029,80,M,0
2029,81,F,2
2029,81,M,0
2029,82,F,0
2029,82,M,0
2029,83,F,0
2029,83,M,0
2029,84,F,0
2029,84,M,0
2029,85,F,0
2029,85,M,0
2029,86,F,0
2029,86,M,0
2029,87,F,0
2029,87,M,0
2029,88,F,0
2029,88,M,0
2029,89,F,0
2029,89,M,0
2029,90,F,0
2029,90,M,0
2029,91,F,0
2029,91,M,0
2029,92,F,0
2029,92,M,0
2029,93,F,0
2029,93,M,0
2029,94,F,0
2029,94,M,0
2029,95,F,0
2029,95,M,0
2029,96,F,0
2029,96,M,0
2029,97,F,0
2029,97,M,0
2029,98,F,0
2029,98,M,0
2029,99,F,0
2029,99,M,0
2029,100,F,231
2029,100,M,90
2029,101,F,0
2029,101,M,0
2029,102,F,0
2029,102,M,0
2029,103,F,0
2029,103,M,0
2029,104,F,0
2029,104,M,0
2029,105,F,0
2029,105,M,0
2029,106,F,0
2029,106,M,0
2029,107,F,0
2029,107,M,0
2029,108,F,0
2029,108,M,0
2029,109,F,0
2029,109,M,0
2029,110,F,0
2029,110,M,0
2030,0,F,462
2030,0,M,657
2030,1,F,10
2030,1,M,14
2030,2,F,7
2030,2,M,7
2030,3,F,5
2030,3,M,9
2030,4,F,7
2030,4,M,16
2030,5,F,6
2030,5,M,22
2030,6,F,10
2030,6,M,9
2030,7,F,10
2030,7,M,9
2030,8,F,6
2030,8,M,11
2030,9,F,16
2030,9,M,14
2030,10,F,12
2030,10,M,13
2030,11,F,15
2030,11,M,17
2030,12,F,20
2030,12,M,20
2030,13,F,22
2030,13,M,22
2030,14,F,30
2030,14,M,20
2030,15,F,40
2030,15,M,43
2030,16,F,60
2030,16,M,75
2030,17,F,103
2030,17,M,138
2030,18,F,117
2030,18,M,169
2030,19,F,88
2030,19,M,197
2030,20,F,112
2030,20,M,127
2030,21,F,32
2030,21,M,56
2030,22,F,49
2030,22,M,34
2030,23,F,43
2030,23,M,37
2030,24,F,52
2030,24,M,32
2030,25,F,63
2030,25,M,6
2030,26,F,58
2030,26,M,16
2030,27,F,92
2030,27,M,27
2030,28,F,63
2030,28,M,45
2030,29,F,119
2030,29,M,59
2030,30,F,84
2030,30,M,62
2030,31,F,115
2030,31,M,86
2030,32,F,91
2030,32,M,86
2030,33,F,122
2030,33,M,136
2030,34,F,103
2030,34,M,99
2030,35,F,92
2030,35,M,110
2030,36,F,79
2030,36,M,74
2030,37,F,48
2030,37,M,66
2030,38,F,58
2030,38,M,80
2030,39,F,52
2030,39,M,68
2030,40,F,52
2030,40,M,74
2030,41,F,41
2030,41,M,61
2030,42,F,46
2030,42,M,65
2030,43,F,42
2030,43,M,69
2030,44,F,44
2030,44,M,62
2030,45,F,31
2030,45,M,51
2030,46,F,28
2030,46,M,39
2030,47,F,41
2030,47,M,39
2030,48,F,18
2030,48,M,24
2030,49,F,15
2030,49,M,26
2030,50,F,19
2030,50,M,28
2030,51,F,29
2030,51,M,21
2030,52,F,13
2030,52,M,22
2030,53,F,29
2030,53,M,12
2030,54,F,23
2030,54,M,16
2030,55,F,10
2030,55,M,12
2030,56,F,21
2030,56,M,12
2030,57,F,18
2030,57,M,17
2030,58,F,23
2030,58,M,24
2030,59,F,9
2030,59,M,18
2030,60,F,17
2030,60,M,20
2030,61,F,24
2030,61,M,26
2030,62,F,24
2030,62,M,13
2030,63,F,26
2030,63,M,29
2030,64,F,28
2030,64,M,16
2030,65,F,17
2030,65,M,19
2030,66,F,12
2030,66,M,22
2030,67,F,15
2030,67,M,17
2030,68,F,18
2030,68,M,17
2030,69,F,27
2030,69,M,12
2030,70,F,12
2030,70,M,29
2030,71,F,13
2030,71,M,17
2030,72,F,32
2030,72,M,14
2030,73,F,4
2030,73,M,10
2030,74,F,11
2030,74,M,8
2030,75,F,9
2030,75,M,16
2030,76,F,7
2030,76,M,15
2030,77,F,14
2030,77,M,3
2030,78,F,6
2030,78,M,7
2030,79,F,1
2030,79,M,8
2030,80,F,1
2030,80,M,0
2030,81,F,4
2030,81,M,0
2030,82,F,1
2030,82,M,0
2030,83,F,0
2030,83,M,0
2030,84,F,0
2030,84,M,0
2030,85,F,0
2030,85,M,0
2030,86,F,0
2030,86,M,0
2030,87,F,0
2030,87,M,0
2030,88,F,0
2030,88,M,0
2030,89,F,0
2030,89,M,0
2030,90,F,0
2030,90,M,0
2030,91,F,0
2030,91,M,0
2030,92,F,0
2030,92,M,0
2030,93,F,0
2030,93,M,0
2030,94,F,0
2030,94,M,0
2030,95,F,0
2030,95,M,0
2030,96,F,0
2030,96,M,0
2030,97,F,0
2030,97,M,0
2030,98,F,0
2030,98,M,0
2030,99,F,0
2030,99,M,0
2030,100,F,201
2030,100,M,57
2030,101,F,0
2030,101,M,0
2030,102,F,0
2030,102,M,0
2030,103,F,0
2030,103,M,0
2030,104,F,0
2030,104,M,0
2030,105,F,0
2030,105,M,0
2030,106,F,0
2030,106,M,0
2030,107,F,0
2030,107,M,0
2030,108,F,0
2030,108,M,0
2030,109,F,0
2030,109,M,0
2030,110,F,0
2030,110,M,0
